split,image_file,mask_file,image_path,mask_path,image_size_bytes,mask_size_bytes,width,height,channels,format
train,image_204.png,mask_204.png,data/dataset/train/images\image_204.png,data/dataset/train/masks\mask_204.png,28840,705,128,128,4,PNG
train,image_2041.png,mask_2041.png,data/dataset/train/images\image_2041.png,data/dataset/train/masks\mask_2041.png,28915,709,128,128,4,PNG
train,image_2042.png,mask_2042.png,data/dataset/train/images\image_2042.png,data/dataset/train/masks\mask_2042.png,30269,666,128,128,4,PNG
train,image_2045.png,mask_2045.png,data/dataset/train/images\image_2045.png,data/dataset/train/masks\mask_2045.png,28718,778,128,128,4,PNG
train,image_2048.png,mask_2048.png,data/dataset/train/images\image_2048.png,data/dataset/train/masks\mask_2048.png,27822,647,128,128,4,PNG
train,image_2049.png,mask_2049.png,data/dataset/train/images\image_2049.png,data/dataset/train/masks\mask_2049.png,31537,838,128,128,4,PNG
train,image_2051.png,mask_2051.png,data/dataset/train/images\image_2051.png,data/dataset/train/masks\mask_2051.png,29579,622,128,128,4,PNG
train,image_2052.png,mask_2052.png,data/dataset/train/images\image_2052.png,data/dataset/train/masks\mask_2052.png,29567,869,128,128,4,PNG
train,image_2053.png,mask_2053.png,data/dataset/train/images\image_2053.png,data/dataset/train/masks\mask_2053.png,28444,669,128,128,4,PNG
train,image_2055.png,mask_2055.png,data/dataset/train/images\image_2055.png,data/dataset/train/masks\mask_2055.png,28275,740,128,128,4,PNG
train,image_2057.png,mask_2057.png,data/dataset/train/images\image_2057.png,data/dataset/train/masks\mask_2057.png,29804,1006,128,128,4,PNG
train,image_2084.png,mask_2084.png,data/dataset/train/images\image_2084.png,data/dataset/train/masks\mask_2084.png,27838,633,128,128,4,PNG
train,image_2090.png,mask_2090.png,data/dataset/train/images\image_2090.png,data/dataset/train/masks\mask_2090.png,30167,549,128,128,4,PNG
train,image_2091.png,mask_2091.png,data/dataset/train/images\image_2091.png,data/dataset/train/masks\mask_2091.png,28055,547,128,128,4,PNG
train,image_2096.png,mask_2096.png,data/dataset/train/images\image_2096.png,data/dataset/train/masks\mask_2096.png,25538,886,128,128,4,PNG
train,image_2097.png,mask_2097.png,data/dataset/train/images\image_2097.png,data/dataset/train/masks\mask_2097.png,23106,714,128,128,4,PNG
train,image_2098.png,mask_2098.png,data/dataset/train/images\image_2098.png,data/dataset/train/masks\mask_2098.png,27755,1079,128,128,4,PNG
train,image_2099.png,mask_2099.png,data/dataset/train/images\image_2099.png,data/dataset/train/masks\mask_2099.png,29117,807,128,128,4,PNG
train,image_2100.png,mask_2100.png,data/dataset/train/images\image_2100.png,data/dataset/train/masks\mask_2100.png,26181,538,128,128,4,PNG
train,image_2101.png,mask_2101.png,data/dataset/train/images\image_2101.png,data/dataset/train/masks\mask_2101.png,24373,577,128,128,4,PNG
train,image_2102.png,mask_2102.png,data/dataset/train/images\image_2102.png,data/dataset/train/masks\mask_2102.png,27600,685,128,128,4,PNG
train,image_2104.png,mask_2104.png,data/dataset/train/images\image_2104.png,data/dataset/train/masks\mask_2104.png,26642,523,128,128,4,PNG
train,image_2123.png,mask_2123.png,data/dataset/train/images\image_2123.png,data/dataset/train/masks\mask_2123.png,27514,622,128,128,4,PNG
train,image_2130.png,mask_2130.png,data/dataset/train/images\image_2130.png,data/dataset/train/masks\mask_2130.png,28556,584,128,128,4,PNG
train,image_2131.png,mask_2131.png,data/dataset/train/images\image_2131.png,data/dataset/train/masks\mask_2131.png,26989,554,128,128,4,PNG
train,image_2132.png,mask_2132.png,data/dataset/train/images\image_2132.png,data/dataset/train/masks\mask_2132.png,29248,584,128,128,4,PNG
train,image_2133.png,mask_2133.png,data/dataset/train/images\image_2133.png,data/dataset/train/masks\mask_2133.png,28747,870,128,128,4,PNG
train,image_2135.png,mask_2135.png,data/dataset/train/images\image_2135.png,data/dataset/train/masks\mask_2135.png,27390,779,128,128,4,PNG
train,image_2136.png,mask_2136.png,data/dataset/train/images\image_2136.png,data/dataset/train/masks\mask_2136.png,26068,614,128,128,4,PNG
train,image_2137.png,mask_2137.png,data/dataset/train/images\image_2137.png,data/dataset/train/masks\mask_2137.png,29388,584,128,128,4,PNG
train,image_2138.png,mask_2138.png,data/dataset/train/images\image_2138.png,data/dataset/train/masks\mask_2138.png,30483,539,128,128,4,PNG
train,image_2139.png,mask_2139.png,data/dataset/train/images\image_2139.png,data/dataset/train/masks\mask_2139.png,28992,910,128,128,4,PNG
train,image_2140.png,mask_2140.png,data/dataset/train/images\image_2140.png,data/dataset/train/masks\mask_2140.png,23320,669,128,128,4,PNG
train,image_2141.png,mask_2141.png,data/dataset/train/images\image_2141.png,data/dataset/train/masks\mask_2141.png,28370,1086,128,128,4,PNG
train,image_2142.png,mask_2142.png,data/dataset/train/images\image_2142.png,data/dataset/train/masks\mask_2142.png,28495,917,128,128,4,PNG
train,image_2143.png,mask_2143.png,data/dataset/train/images\image_2143.png,data/dataset/train/masks\mask_2143.png,27565,868,128,128,4,PNG
train,image_2144.png,mask_2144.png,data/dataset/train/images\image_2144.png,data/dataset/train/masks\mask_2144.png,26395,702,128,128,4,PNG
train,image_2146.png,mask_2146.png,data/dataset/train/images\image_2146.png,data/dataset/train/masks\mask_2146.png,30035,891,128,128,4,PNG
train,image_2147.png,mask_2147.png,data/dataset/train/images\image_2147.png,data/dataset/train/masks\mask_2147.png,27145,668,128,128,4,PNG
train,image_216.png,mask_216.png,data/dataset/train/images\image_216.png,data/dataset/train/masks\mask_216.png,29316,666,128,128,4,PNG
train,image_217.png,mask_217.png,data/dataset/train/images\image_217.png,data/dataset/train/masks\mask_217.png,26203,571,128,128,4,PNG
train,image_2176.png,mask_2176.png,data/dataset/train/images\image_2176.png,data/dataset/train/masks\mask_2176.png,29142,621,128,128,4,PNG
train,image_2177.png,mask_2177.png,data/dataset/train/images\image_2177.png,data/dataset/train/masks\mask_2177.png,28844,588,128,128,4,PNG
train,image_2179.png,mask_2179.png,data/dataset/train/images\image_2179.png,data/dataset/train/masks\mask_2179.png,27955,744,128,128,4,PNG
train,image_218.png,mask_218.png,data/dataset/train/images\image_218.png,data/dataset/train/masks\mask_218.png,30322,1003,128,128,4,PNG
train,image_2180.png,mask_2180.png,data/dataset/train/images\image_2180.png,data/dataset/train/masks\mask_2180.png,26705,776,128,128,4,PNG
train,image_2181.png,mask_2181.png,data/dataset/train/images\image_2181.png,data/dataset/train/masks\mask_2181.png,28936,749,128,128,4,PNG
train,image_2182.png,mask_2182.png,data/dataset/train/images\image_2182.png,data/dataset/train/masks\mask_2182.png,32169,1316,128,128,4,PNG
train,image_2183.png,mask_2183.png,data/dataset/train/images\image_2183.png,data/dataset/train/masks\mask_2183.png,32084,1318,128,128,4,PNG
train,image_2184.png,mask_2184.png,data/dataset/train/images\image_2184.png,data/dataset/train/masks\mask_2184.png,25773,720,128,128,4,PNG
train,image_2185.png,mask_2185.png,data/dataset/train/images\image_2185.png,data/dataset/train/masks\mask_2185.png,25719,916,128,128,4,PNG
train,image_2186.png,mask_2186.png,data/dataset/train/images\image_2186.png,data/dataset/train/masks\mask_2186.png,29602,1391,128,128,4,PNG
train,image_2188.png,mask_2188.png,data/dataset/train/images\image_2188.png,data/dataset/train/masks\mask_2188.png,27519,917,128,128,4,PNG
train,image_219.png,mask_219.png,data/dataset/train/images\image_219.png,data/dataset/train/masks\mask_219.png,30107,661,128,128,4,PNG
train,image_2190.png,mask_2190.png,data/dataset/train/images\image_2190.png,data/dataset/train/masks\mask_2190.png,27144,892,128,128,4,PNG
train,image_2191.png,mask_2191.png,data/dataset/train/images\image_2191.png,data/dataset/train/masks\mask_2191.png,27384,738,128,128,4,PNG
train,image_2193.png,mask_2193.png,data/dataset/train/images\image_2193.png,data/dataset/train/masks\mask_2193.png,27562,553,128,128,4,PNG
train,image_220.png,mask_220.png,data/dataset/train/images\image_220.png,data/dataset/train/masks\mask_220.png,30866,598,128,128,4,PNG
train,image_221.png,mask_221.png,data/dataset/train/images\image_221.png,data/dataset/train/masks\mask_221.png,28738,673,128,128,4,PNG
train,image_2211.png,mask_2211.png,data/dataset/train/images\image_2211.png,data/dataset/train/masks\mask_2211.png,27513,525,128,128,4,PNG
train,image_2220.png,mask_2220.png,data/dataset/train/images\image_2220.png,data/dataset/train/masks\mask_2220.png,27102,496,128,128,4,PNG
train,image_2221.png,mask_2221.png,data/dataset/train/images\image_2221.png,data/dataset/train/masks\mask_2221.png,26179,578,128,128,4,PNG
train,image_2223.png,mask_2223.png,data/dataset/train/images\image_2223.png,data/dataset/train/masks\mask_2223.png,27194,730,128,128,4,PNG
train,image_2227.png,mask_2227.png,data/dataset/train/images\image_2227.png,data/dataset/train/masks\mask_2227.png,30573,980,128,128,4,PNG
train,image_2228.png,mask_2228.png,data/dataset/train/images\image_2228.png,data/dataset/train/masks\mask_2228.png,29241,818,128,128,4,PNG
train,image_2229.png,mask_2229.png,data/dataset/train/images\image_2229.png,data/dataset/train/masks\mask_2229.png,31795,906,128,128,4,PNG
train,image_2230.png,mask_2230.png,data/dataset/train/images\image_2230.png,data/dataset/train/masks\mask_2230.png,31447,612,128,128,4,PNG
train,image_2231.png,mask_2231.png,data/dataset/train/images\image_2231.png,data/dataset/train/masks\mask_2231.png,30738,791,128,128,4,PNG
train,image_2232.png,mask_2232.png,data/dataset/train/images\image_2232.png,data/dataset/train/masks\mask_2232.png,31147,1167,128,128,4,PNG
train,image_2233.png,mask_2233.png,data/dataset/train/images\image_2233.png,data/dataset/train/masks\mask_2233.png,27133,758,128,128,4,PNG
train,image_2234.png,mask_2234.png,data/dataset/train/images\image_2234.png,data/dataset/train/masks\mask_2234.png,26172,643,128,128,4,PNG
train,image_2235.png,mask_2235.png,data/dataset/train/images\image_2235.png,data/dataset/train/masks\mask_2235.png,31064,534,128,128,4,PNG
train,image_2236.png,mask_2236.png,data/dataset/train/images\image_2236.png,data/dataset/train/masks\mask_2236.png,29581,610,128,128,4,PNG
train,image_2237.png,mask_2237.png,data/dataset/train/images\image_2237.png,data/dataset/train/masks\mask_2237.png,26451,721,128,128,4,PNG
train,image_2243.png,mask_2243.png,data/dataset/train/images\image_2243.png,data/dataset/train/masks\mask_2243.png,27816,575,128,128,4,PNG
train,image_2244.png,mask_2244.png,data/dataset/train/images\image_2244.png,data/dataset/train/masks\mask_2244.png,28215,556,128,128,4,PNG
train,image_2246.png,mask_2246.png,data/dataset/train/images\image_2246.png,data/dataset/train/masks\mask_2246.png,29267,607,128,128,4,PNG
train,image_225.png,mask_225.png,data/dataset/train/images\image_225.png,data/dataset/train/masks\mask_225.png,30479,797,128,128,4,PNG
train,image_2257.png,mask_2257.png,data/dataset/train/images\image_2257.png,data/dataset/train/masks\mask_2257.png,33926,1271,128,128,4,PNG
train,image_226.png,mask_226.png,data/dataset/train/images\image_226.png,data/dataset/train/masks\mask_226.png,27782,639,128,128,4,PNG
train,image_2266.png,mask_2266.png,data/dataset/train/images\image_2266.png,data/dataset/train/masks\mask_2266.png,27938,1310,128,128,4,PNG
train,image_2267.png,mask_2267.png,data/dataset/train/images\image_2267.png,data/dataset/train/masks\mask_2267.png,26828,972,128,128,4,PNG
train,image_2269.png,mask_2269.png,data/dataset/train/images\image_2269.png,data/dataset/train/masks\mask_2269.png,29598,531,128,128,4,PNG
train,image_2281.png,mask_2281.png,data/dataset/train/images\image_2281.png,data/dataset/train/masks\mask_2281.png,25853,636,128,128,4,PNG
train,image_2282.png,mask_2282.png,data/dataset/train/images\image_2282.png,data/dataset/train/masks\mask_2282.png,28076,1365,128,128,4,PNG
train,image_2284.png,mask_2284.png,data/dataset/train/images\image_2284.png,data/dataset/train/masks\mask_2284.png,29431,1956,128,128,4,PNG
train,image_2286.png,mask_2286.png,data/dataset/train/images\image_2286.png,data/dataset/train/masks\mask_2286.png,26571,703,128,128,4,PNG
train,image_2290.png,mask_2290.png,data/dataset/train/images\image_2290.png,data/dataset/train/masks\mask_2290.png,30176,608,128,128,4,PNG
train,image_2298.png,mask_2298.png,data/dataset/train/images\image_2298.png,data/dataset/train/masks\mask_2298.png,27153,890,128,128,4,PNG
train,image_2299.png,mask_2299.png,data/dataset/train/images\image_2299.png,data/dataset/train/masks\mask_2299.png,28210,1728,128,128,4,PNG
train,image_2300.png,mask_2300.png,data/dataset/train/images\image_2300.png,data/dataset/train/masks\mask_2300.png,27861,1552,128,128,4,PNG
train,image_2301.png,mask_2301.png,data/dataset/train/images\image_2301.png,data/dataset/train/masks\mask_2301.png,30115,634,128,128,4,PNG
train,image_2305.png,mask_2305.png,data/dataset/train/images\image_2305.png,data/dataset/train/masks\mask_2305.png,28289,558,128,128,4,PNG
train,image_2306.png,mask_2306.png,data/dataset/train/images\image_2306.png,data/dataset/train/masks\mask_2306.png,26834,520,128,128,4,PNG
train,image_2307.png,mask_2307.png,data/dataset/train/images\image_2307.png,data/dataset/train/masks\mask_2307.png,30078,513,128,128,4,PNG
train,image_231.png,mask_231.png,data/dataset/train/images\image_231.png,data/dataset/train/masks\mask_231.png,28820,763,128,128,4,PNG
train,image_2311.png,mask_2311.png,data/dataset/train/images\image_2311.png,data/dataset/train/masks\mask_2311.png,32495,480,128,128,4,PNG
train,image_2312.png,mask_2312.png,data/dataset/train/images\image_2312.png,data/dataset/train/masks\mask_2312.png,29220,744,128,128,4,PNG
train,image_2315.png,mask_2315.png,data/dataset/train/images\image_2315.png,data/dataset/train/masks\mask_2315.png,27613,1203,128,128,4,PNG
train,image_2316.png,mask_2316.png,data/dataset/train/images\image_2316.png,data/dataset/train/masks\mask_2316.png,27327,1818,128,128,4,PNG
train,image_2317.png,mask_2317.png,data/dataset/train/images\image_2317.png,data/dataset/train/masks\mask_2317.png,26536,1372,128,128,4,PNG
train,image_2319.png,mask_2319.png,data/dataset/train/images\image_2319.png,data/dataset/train/masks\mask_2319.png,26281,742,128,128,4,PNG
train,image_232.png,mask_232.png,data/dataset/train/images\image_232.png,data/dataset/train/masks\mask_232.png,25855,790,128,128,4,PNG
train,image_2321.png,mask_2321.png,data/dataset/train/images\image_2321.png,data/dataset/train/masks\mask_2321.png,27341,675,128,128,4,PNG
train,image_2322.png,mask_2322.png,data/dataset/train/images\image_2322.png,data/dataset/train/masks\mask_2322.png,27140,797,128,128,4,PNG
train,image_2323.png,mask_2323.png,data/dataset/train/images\image_2323.png,data/dataset/train/masks\mask_2323.png,31802,538,128,128,4,PNG
train,image_2324.png,mask_2324.png,data/dataset/train/images\image_2324.png,data/dataset/train/masks\mask_2324.png,27468,556,128,128,4,PNG
train,image_2326.png,mask_2326.png,data/dataset/train/images\image_2326.png,data/dataset/train/masks\mask_2326.png,26781,580,128,128,4,PNG
train,image_233.png,mask_233.png,data/dataset/train/images\image_233.png,data/dataset/train/masks\mask_233.png,27935,900,128,128,4,PNG
train,image_2333.png,mask_2333.png,data/dataset/train/images\image_2333.png,data/dataset/train/masks\mask_2333.png,27274,1571,128,128,4,PNG
train,image_2335.png,mask_2335.png,data/dataset/train/images\image_2335.png,data/dataset/train/masks\mask_2335.png,27014,541,128,128,4,PNG
train,image_2336.png,mask_2336.png,data/dataset/train/images\image_2336.png,data/dataset/train/masks\mask_2336.png,27256,728,128,128,4,PNG
train,image_2337.png,mask_2337.png,data/dataset/train/images\image_2337.png,data/dataset/train/masks\mask_2337.png,24772,1281,128,128,4,PNG
train,image_2338.png,mask_2338.png,data/dataset/train/images\image_2338.png,data/dataset/train/masks\mask_2338.png,25863,1076,128,128,4,PNG
train,image_2339.png,mask_2339.png,data/dataset/train/images\image_2339.png,data/dataset/train/masks\mask_2339.png,26228,997,128,128,4,PNG
train,image_234.png,mask_234.png,data/dataset/train/images\image_234.png,data/dataset/train/masks\mask_234.png,31544,971,128,128,4,PNG
train,image_2340.png,mask_2340.png,data/dataset/train/images\image_2340.png,data/dataset/train/masks\mask_2340.png,26432,1486,128,128,4,PNG
train,image_2341.png,mask_2341.png,data/dataset/train/images\image_2341.png,data/dataset/train/masks\mask_2341.png,28195,1056,128,128,4,PNG
train,image_2346.png,mask_2346.png,data/dataset/train/images\image_2346.png,data/dataset/train/masks\mask_2346.png,30319,939,128,128,4,PNG
train,image_2349.png,mask_2349.png,data/dataset/train/images\image_2349.png,data/dataset/train/masks\mask_2349.png,26090,1631,128,128,4,PNG
train,image_235.png,mask_235.png,data/dataset/train/images\image_235.png,data/dataset/train/masks\mask_235.png,32186,608,128,128,4,PNG
train,image_2350.png,mask_2350.png,data/dataset/train/images\image_2350.png,data/dataset/train/masks\mask_2350.png,28028,2353,128,128,4,PNG
train,image_2351.png,mask_2351.png,data/dataset/train/images\image_2351.png,data/dataset/train/masks\mask_2351.png,28608,1914,128,128,4,PNG
train,image_2352.png,mask_2352.png,data/dataset/train/images\image_2352.png,data/dataset/train/masks\mask_2352.png,25782,1499,128,128,4,PNG
train,image_2354.png,mask_2354.png,data/dataset/train/images\image_2354.png,data/dataset/train/masks\mask_2354.png,27979,1821,128,128,4,PNG
train,image_2356.png,mask_2356.png,data/dataset/train/images\image_2356.png,data/dataset/train/masks\mask_2356.png,27078,1308,128,128,4,PNG
train,image_2357.png,mask_2357.png,data/dataset/train/images\image_2357.png,data/dataset/train/masks\mask_2357.png,28164,625,128,128,4,PNG
train,image_2358.png,mask_2358.png,data/dataset/train/images\image_2358.png,data/dataset/train/masks\mask_2358.png,27171,1775,128,128,4,PNG
train,image_236.png,mask_236.png,data/dataset/train/images\image_236.png,data/dataset/train/masks\mask_236.png,30756,779,128,128,4,PNG
train,image_2360.png,mask_2360.png,data/dataset/train/images\image_2360.png,data/dataset/train/masks\mask_2360.png,27164,1385,128,128,4,PNG
train,image_2362.png,mask_2362.png,data/dataset/train/images\image_2362.png,data/dataset/train/masks\mask_2362.png,29086,612,128,128,4,PNG
train,image_2363.png,mask_2363.png,data/dataset/train/images\image_2363.png,data/dataset/train/masks\mask_2363.png,23251,681,128,128,4,PNG
train,image_2364.png,mask_2364.png,data/dataset/train/images\image_2364.png,data/dataset/train/masks\mask_2364.png,23196,594,128,128,4,PNG
train,image_2365.png,mask_2365.png,data/dataset/train/images\image_2365.png,data/dataset/train/masks\mask_2365.png,25415,1309,128,128,4,PNG
train,image_2366.png,mask_2366.png,data/dataset/train/images\image_2366.png,data/dataset/train/masks\mask_2366.png,27840,1500,128,128,4,PNG
train,image_237.png,mask_237.png,data/dataset/train/images\image_237.png,data/dataset/train/masks\mask_237.png,28039,880,128,128,4,PNG
train,image_2370.png,mask_2370.png,data/dataset/train/images\image_2370.png,data/dataset/train/masks\mask_2370.png,26744,1554,128,128,4,PNG
train,image_2372.png,mask_2372.png,data/dataset/train/images\image_2372.png,data/dataset/train/masks\mask_2372.png,25712,978,128,128,4,PNG
train,image_2374.png,mask_2374.png,data/dataset/train/images\image_2374.png,data/dataset/train/masks\mask_2374.png,27988,1869,128,128,4,PNG
train,image_2375.png,mask_2375.png,data/dataset/train/images\image_2375.png,data/dataset/train/masks\mask_2375.png,27258,1590,128,128,4,PNG
train,image_2376.png,mask_2376.png,data/dataset/train/images\image_2376.png,data/dataset/train/masks\mask_2376.png,25054,1049,128,128,4,PNG
train,image_2377.png,mask_2377.png,data/dataset/train/images\image_2377.png,data/dataset/train/masks\mask_2377.png,26917,1116,128,128,4,PNG
train,image_2379.png,mask_2379.png,data/dataset/train/images\image_2379.png,data/dataset/train/masks\mask_2379.png,29302,818,128,128,4,PNG
train,image_238.png,mask_238.png,data/dataset/train/images\image_238.png,data/dataset/train/masks\mask_238.png,24819,621,128,128,4,PNG
train,image_2380.png,mask_2380.png,data/dataset/train/images\image_2380.png,data/dataset/train/masks\mask_2380.png,26398,1156,128,128,4,PNG
train,image_2381.png,mask_2381.png,data/dataset/train/images\image_2381.png,data/dataset/train/masks\mask_2381.png,26427,828,128,128,4,PNG
train,image_2382.png,mask_2382.png,data/dataset/train/images\image_2382.png,data/dataset/train/masks\mask_2382.png,26636,977,128,128,4,PNG
train,image_2384.png,mask_2384.png,data/dataset/train/images\image_2384.png,data/dataset/train/masks\mask_2384.png,25875,1265,128,128,4,PNG
train,image_2385.png,mask_2385.png,data/dataset/train/images\image_2385.png,data/dataset/train/masks\mask_2385.png,25680,1277,128,128,4,PNG
train,image_2386.png,mask_2386.png,data/dataset/train/images\image_2386.png,data/dataset/train/masks\mask_2386.png,26436,1087,128,128,4,PNG
train,image_2388.png,mask_2388.png,data/dataset/train/images\image_2388.png,data/dataset/train/masks\mask_2388.png,27965,1540,128,128,4,PNG
train,image_2389.png,mask_2389.png,data/dataset/train/images\image_2389.png,data/dataset/train/masks\mask_2389.png,25711,1375,128,128,4,PNG
train,image_239.png,mask_239.png,data/dataset/train/images\image_239.png,data/dataset/train/masks\mask_239.png,26143,584,128,128,4,PNG
train,image_2390.png,mask_2390.png,data/dataset/train/images\image_2390.png,data/dataset/train/masks\mask_2390.png,31417,529,128,128,4,PNG
train,image_2392.png,mask_2392.png,data/dataset/train/images\image_2392.png,data/dataset/train/masks\mask_2392.png,28557,1925,128,128,4,PNG
train,image_2395.png,mask_2395.png,data/dataset/train/images\image_2395.png,data/dataset/train/masks\mask_2395.png,28011,606,128,128,4,PNG
train,image_2398.png,mask_2398.png,data/dataset/train/images\image_2398.png,data/dataset/train/masks\mask_2398.png,29036,524,128,128,4,PNG
train,image_2399.png,mask_2399.png,data/dataset/train/images\image_2399.png,data/dataset/train/masks\mask_2399.png,25839,1199,128,128,4,PNG
train,image_24.png,mask_24.png,data/dataset/train/images\image_24.png,data/dataset/train/masks\mask_24.png,31273,658,128,128,4,PNG
train,image_240.png,mask_240.png,data/dataset/train/images\image_240.png,data/dataset/train/masks\mask_240.png,25189,870,128,128,4,PNG
train,image_2402.png,mask_2402.png,data/dataset/train/images\image_2402.png,data/dataset/train/masks\mask_2402.png,28149,2132,128,128,4,PNG
train,image_2403.png,mask_2403.png,data/dataset/train/images\image_2403.png,data/dataset/train/masks\mask_2403.png,26603,1520,128,128,4,PNG
train,image_2404.png,mask_2404.png,data/dataset/train/images\image_2404.png,data/dataset/train/masks\mask_2404.png,25197,1237,128,128,4,PNG
train,image_2405.png,mask_2405.png,data/dataset/train/images\image_2405.png,data/dataset/train/masks\mask_2405.png,26938,1451,128,128,4,PNG
train,image_2406.png,mask_2406.png,data/dataset/train/images\image_2406.png,data/dataset/train/masks\mask_2406.png,26569,1128,128,128,4,PNG
train,image_2407.png,mask_2407.png,data/dataset/train/images\image_2407.png,data/dataset/train/masks\mask_2407.png,26915,1307,128,128,4,PNG
train,image_2408.png,mask_2408.png,data/dataset/train/images\image_2408.png,data/dataset/train/masks\mask_2408.png,27750,1665,128,128,4,PNG
train,image_2409.png,mask_2409.png,data/dataset/train/images\image_2409.png,data/dataset/train/masks\mask_2409.png,25933,1075,128,128,4,PNG
train,image_241.png,mask_241.png,data/dataset/train/images\image_241.png,data/dataset/train/masks\mask_241.png,24979,784,128,128,4,PNG
train,image_2410.png,mask_2410.png,data/dataset/train/images\image_2410.png,data/dataset/train/masks\mask_2410.png,26143,1151,128,128,4,PNG
train,image_2416.png,mask_2416.png,data/dataset/train/images\image_2416.png,data/dataset/train/masks\mask_2416.png,26219,855,128,128,4,PNG
train,image_2417.png,mask_2417.png,data/dataset/train/images\image_2417.png,data/dataset/train/masks\mask_2417.png,27779,1821,128,128,4,PNG
train,image_2418.png,mask_2418.png,data/dataset/train/images\image_2418.png,data/dataset/train/masks\mask_2418.png,27018,1491,128,128,4,PNG
train,image_242.png,mask_242.png,data/dataset/train/images\image_242.png,data/dataset/train/masks\mask_242.png,26986,610,128,128,4,PNG
train,image_2422.png,mask_2422.png,data/dataset/train/images\image_2422.png,data/dataset/train/masks\mask_2422.png,26970,948,128,128,4,PNG
train,image_2425.png,mask_2425.png,data/dataset/train/images\image_2425.png,data/dataset/train/masks\mask_2425.png,27014,766,128,128,4,PNG
train,image_2427.png,mask_2427.png,data/dataset/train/images\image_2427.png,data/dataset/train/masks\mask_2427.png,26348,719,128,128,4,PNG
train,image_2428.png,mask_2428.png,data/dataset/train/images\image_2428.png,data/dataset/train/masks\mask_2428.png,27024,668,128,128,4,PNG
train,image_243.png,mask_243.png,data/dataset/train/images\image_243.png,data/dataset/train/masks\mask_243.png,28250,881,128,128,4,PNG
train,image_2442.png,mask_2442.png,data/dataset/train/images\image_2442.png,data/dataset/train/masks\mask_2442.png,29134,531,128,128,4,PNG
train,image_2446.png,mask_2446.png,data/dataset/train/images\image_2446.png,data/dataset/train/masks\mask_2446.png,26978,545,128,128,4,PNG
train,image_245.png,mask_245.png,data/dataset/train/images\image_245.png,data/dataset/train/masks\mask_245.png,26212,745,128,128,4,PNG
train,image_2450.png,mask_2450.png,data/dataset/train/images\image_2450.png,data/dataset/train/masks\mask_2450.png,28697,593,128,128,4,PNG
train,image_2452.png,mask_2452.png,data/dataset/train/images\image_2452.png,data/dataset/train/masks\mask_2452.png,29688,523,128,128,4,PNG
train,image_2454.png,mask_2454.png,data/dataset/train/images\image_2454.png,data/dataset/train/masks\mask_2454.png,28946,583,128,128,4,PNG
train,image_2455.png,mask_2455.png,data/dataset/train/images\image_2455.png,data/dataset/train/masks\mask_2455.png,28023,549,128,128,4,PNG
train,image_2458.png,mask_2458.png,data/dataset/train/images\image_2458.png,data/dataset/train/masks\mask_2458.png,25630,672,128,128,4,PNG
train,image_2465.png,mask_2465.png,data/dataset/train/images\image_2465.png,data/dataset/train/masks\mask_2465.png,26655,587,128,128,4,PNG
train,image_2466.png,mask_2466.png,data/dataset/train/images\image_2466.png,data/dataset/train/masks\mask_2466.png,30517,813,128,128,4,PNG
train,image_2468.png,mask_2468.png,data/dataset/train/images\image_2468.png,data/dataset/train/masks\mask_2468.png,28528,521,128,128,4,PNG
train,image_247.png,mask_247.png,data/dataset/train/images\image_247.png,data/dataset/train/masks\mask_247.png,27326,522,128,128,4,PNG
train,image_2474.png,mask_2474.png,data/dataset/train/images\image_2474.png,data/dataset/train/masks\mask_2474.png,27650,883,128,128,4,PNG
train,image_2475.png,mask_2475.png,data/dataset/train/images\image_2475.png,data/dataset/train/masks\mask_2475.png,32539,715,128,128,4,PNG
train,image_2478.png,mask_2478.png,data/dataset/train/images\image_2478.png,data/dataset/train/masks\mask_2478.png,28716,566,128,128,4,PNG
train,image_2482.png,mask_2482.png,data/dataset/train/images\image_2482.png,data/dataset/train/masks\mask_2482.png,32355,692,128,128,4,PNG
train,image_2485.png,mask_2485.png,data/dataset/train/images\image_2485.png,data/dataset/train/masks\mask_2485.png,33051,624,128,128,4,PNG
train,image_2486.png,mask_2486.png,data/dataset/train/images\image_2486.png,data/dataset/train/masks\mask_2486.png,32508,598,128,128,4,PNG
train,image_2490.png,mask_2490.png,data/dataset/train/images\image_2490.png,data/dataset/train/masks\mask_2490.png,28763,557,128,128,4,PNG
train,image_2491.png,mask_2491.png,data/dataset/train/images\image_2491.png,data/dataset/train/masks\mask_2491.png,32417,557,128,128,4,PNG
train,image_2493.png,mask_2493.png,data/dataset/train/images\image_2493.png,data/dataset/train/masks\mask_2493.png,31445,762,128,128,4,PNG
train,image_2494.png,mask_2494.png,data/dataset/train/images\image_2494.png,data/dataset/train/masks\mask_2494.png,27334,801,128,128,4,PNG
train,image_2496.png,mask_2496.png,data/dataset/train/images\image_2496.png,data/dataset/train/masks\mask_2496.png,27638,748,128,128,4,PNG
train,image_2497.png,mask_2497.png,data/dataset/train/images\image_2497.png,data/dataset/train/masks\mask_2497.png,25736,522,128,128,4,PNG
train,image_2501.png,mask_2501.png,data/dataset/train/images\image_2501.png,data/dataset/train/masks\mask_2501.png,29407,724,128,128,4,PNG
train,image_2506.png,mask_2506.png,data/dataset/train/images\image_2506.png,data/dataset/train/masks\mask_2506.png,30448,1279,128,128,4,PNG
