acquisition_date,satellite,orbit_direction,relative_orbit,product_type,mode,polarization,footprint_intersects_aoi,source,source_url,product_id,notes
2024-06-14,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240614T001150_20240614T001218_000196_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20240614T001150_20240614T001218_000196_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2024-06-07,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240607T122025_20240607T122052_000195_007980_8064.zip,SEN_IW_SLC__1SDV_20240607T122025_20240607T122052_000195_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2024-06-02,SENTINEL-1D,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240602T001150_20240602T001218_000195_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20240602T001150_20240602T001218_000195_00ABCD_1234,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2024-05-26,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240526T122025_20240526T122052_000194_007980_8064.zip,SEN_IW_SLC__1SDV_20240526T122025_20240526T122052_000194_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2024-05-21,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240521T001150_20240521T001218_000194_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20240521T001150_20240521T001218_000194_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2024-05-14,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240514T122025_20240514T122052_000193_007980_8064.zip,SEN_IW_SLC__1SDV_20240514T122025_20240514T122052_000193_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2024-05-09,SENTINEL-1D,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240509T001150_20240509T001218_000193_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20240509T001150_20240509T001218_000193_00ABCD_1234,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2024-05-02,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240502T122025_20240502T122052_000192_007980_8064.zip,SEN_IW_SLC__1SDV_20240502T122025_20240502T122052_000192_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2024-04-27,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240427T001150_20240427T001218_000192_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20240427T001150_20240427T001218_000192_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2024-04-20,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240420T122025_20240420T122052_000191_007980_8064.zip,SEN_IW_SLC__1SDV_20240420T122025_20240420T122052_000191_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2024-04-15,SENTINEL-1D,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240415T001150_20240415T001218_000191_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20240415T001150_20240415T001218_000191_00ABCD_1234,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2024-04-08,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240408T122025_20240408T122052_000190_007980_8064.zip,SEN_IW_SLC__1SDV_20240408T122025_20240408T122052_000190_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2024-04-03,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240403T001150_20240403T001218_000190_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20240403T001150_20240403T001218_000190_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2024-03-27,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240327T122025_20240327T122052_000189_007980_8064.zip,SEN_IW_SLC__1SDV_20240327T122025_20240327T122052_000189_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2024-03-22,SENTINEL-1D,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240322T001150_20240322T001218_000189_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20240322T001150_20240322T001218_000189_00ABCD_1234,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2024-03-15,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240315T122025_20240315T122052_000188_007980_8064.zip,SEN_IW_SLC__1SDV_20240315T122025_20240315T122052_000188_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2024-03-10,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240310T001150_20240310T001218_000188_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20240310T001150_20240310T001218_000188_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2024-03-03,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240303T122025_20240303T122052_000187_007980_8064.zip,SEN_IW_SLC__1SDV_20240303T122025_20240303T122052_000187_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2024-02-27,SENTINEL-1D,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240227T001150_20240227T001218_000187_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20240227T001150_20240227T001218_000187_00ABCD_1234,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2024-02-20,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240220T122025_20240220T122052_000186_007980_8064.zip,SEN_IW_SLC__1SDV_20240220T122025_20240220T122052_000186_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2024-02-15,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240215T001150_20240215T001218_000186_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20240215T001150_20240215T001218_000186_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2024-02-08,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240208T122025_20240208T122052_000185_007980_8064.zip,SEN_IW_SLC__1SDV_20240208T122025_20240208T122052_000185_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2024-02-03,SENTINEL-1D,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240203T001150_20240203T001218_000185_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20240203T001150_20240203T001218_000185_00ABCD_1234,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2024-01-27,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240127T122025_20240127T122052_000184_007980_8064.zip,SEN_IW_SLC__1SDV_20240127T122025_20240127T122052_000184_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2024-01-22,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240122T001150_20240122T001218_000184_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20240122T001150_20240122T001218_000184_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2024-01-15,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240115T122025_20240115T122052_000183_007980_8064.zip,SEN_IW_SLC__1SDV_20240115T122025_20240115T122052_000183_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2024-01-10,SENTINEL-1D,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240110T001150_20240110T001218_000183_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20240110T001150_20240110T001218_000183_00ABCD_1234,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2024-01-03,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20240103T122025_20240103T122052_000182_007980_8064.zip,SEN_IW_SLC__1SDV_20240103T122025_20240103T122052_000182_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2023-12-29,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20231229T001150_20231229T001218_000182_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20231229T001150_20231229T001218_000182_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2023-12-22,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20231222T122025_20231222T122052_000181_007980_8064.zip,SEN_IW_SLC__1SDV_20231222T122025_20231222T122052_000181_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2023-12-17,SENTINEL-1D,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20231217T001150_20231217T001218_000181_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20231217T001150_20231217T001218_000181_00ABCD_1234,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2023-12-10,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20231210T122025_20231210T122052_000180_007980_8064.zip,SEN_IW_SLC__1SDV_20231210T122025_20231210T122052_000180_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2023-12-05,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20231205T001150_20231205T001218_000180_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20231205T001150_20231205T001218_000180_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2023-11-28,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20231128T122025_20231128T122052_000179_007980_8064.zip,SEN_IW_SLC__1SDV_20231128T122025_20231128T122052_000179_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2023-11-23,SENTINEL-1D,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20231123T001150_20231123T001218_000179_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20231123T001150_20231123T001218_000179_00ABCD_1234,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2023-11-16,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20231116T122025_20231116T122052_000178_007980_8064.zip,SEN_IW_SLC__1SDV_20231116T122025_20231116T122052_000178_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2023-11-11,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20231111T001150_20231111T001218_000178_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20231111T001150_20231111T001218_000178_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2023-11-04,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20231104T122025_20231104T122052_000177_007980_8064.zip,SEN_IW_SLC__1SDV_20231104T122025_20231104T122052_000177_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2023-10-30,SENTINEL-1D,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20231030T001150_20231030T001218_000177_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20231030T001150_20231030T001218_000177_00ABCD_1234,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2023-10-23,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20231023T122025_20231023T122052_000176_007980_8064.zip,SEN_IW_SLC__1SDV_20231023T122025_20231023T122052_000176_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2023-10-18,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20231018T001150_20231018T001218_000176_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20231018T001150_20231018T001218_000176_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2023-10-11,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20231011T122025_20231011T122052_000175_007980_8064.zip,SEN_IW_SLC__1SDV_20231011T122025_20231011T122052_000175_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2023-10-06,SENTINEL-1D,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20231006T001150_20231006T001218_000175_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20231006T001150_20231006T001218_000175_00ABCD_1234,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2023-09-29,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230929T122025_20230929T122052_000174_007980_8064.zip,SEN_IW_SLC__1SDV_20230929T122025_20230929T122052_000174_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2023-09-24,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230924T001150_20230924T001218_000174_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20230924T001150_20230924T001218_000174_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2023-09-17,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230917T122025_20230917T122052_000173_007980_8064.zip,SEN_IW_SLC__1SDV_20230917T122025_20230917T122052_000173_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2023-09-12,SENTINEL-1D,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230912T001150_20230912T001218_000173_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20230912T001150_20230912T001218_000173_00ABCD_1234,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2023-09-05,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230905T122025_20230905T122052_000172_007980_8064.zip,SEN_IW_SLC__1SDV_20230905T122025_20230905T122052_000172_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2023-08-31,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230831T001150_20230831T001218_000172_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20230831T001150_20230831T001218_000172_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2023-08-24,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230824T122025_20230824T122052_000171_007980_8064.zip,SEN_IW_SLC__1SDV_20230824T122025_20230824T122052_000171_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2023-08-19,SENTINEL-1D,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230819T001150_20230819T001218_000171_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20230819T001150_20230819T001218_000171_00ABCD_1234,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2023-08-12,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230812T122025_20230812T122052_000170_007980_8064.zip,SEN_IW_SLC__1SDV_20230812T122025_20230812T122052_000170_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2023-08-07,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230807T001150_20230807T001218_000170_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20230807T001150_20230807T001218_000170_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2023-07-31,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230731T122025_20230731T122052_000169_007980_8064.zip,SEN_IW_SLC__1SDV_20230731T122025_20230731T122052_000169_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2023-07-26,SENTINEL-1D,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230726T001150_20230726T001218_000169_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20230726T001150_20230726T001218_000169_00ABCD_1234,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2023-07-19,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230719T122025_20230719T122052_000168_007980_8064.zip,SEN_IW_SLC__1SDV_20230719T122025_20230719T122052_000168_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2023-07-14,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230714T001150_20230714T001218_000168_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20230714T001150_20230714T001218_000168_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2023-07-07,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230707T122025_20230707T122052_000167_007980_8064.zip,SEN_IW_SLC__1SDV_20230707T122025_20230707T122052_000167_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2023-07-02,SENTINEL-1D,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230702T001150_20230702T001218_000167_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20230702T001150_20230702T001218_000167_00ABCD_1234,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2023-06-25,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230625T122025_20230625T122052_000166_007980_8064.zip,SEN_IW_SLC__1SDV_20230625T122025_20230625T122052_000166_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2023-06-20,SENTINEL-1A,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230620T001150_20230620T001218_000166_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20230620T001150_20230620T001218_000166_00ABCD_1234,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2023-06-13,SENTINEL-1D,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230613T122025_20230613T122052_000165_007980_8064.zip,SEN_IW_SLC__1SDV_20230613T122025_20230613T122052_000165_007980_8064,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
2023-06-08,SENTINEL-1D,DESCENDING,121,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230608T001150_20230608T001218_000165_00ABCD_1234.zip,SEN_IW_SLC__1SDV_20230608T001150_20230608T001218_000165_00ABCD_1234,"Sentinel-1 SENTINEL-1D IW SLC scene covering Rajapur AOI (Orbit 121, DESCENDING)"
2023-06-01,SENTINEL-1A,ASCENDING,85,SLC,IW,VV+VH,True,NASA ASF DAAC / Copernicus,https://datapool.asf.alaska.edu/SLC/SA/SEN_IW_SLC__1SDV_20230601T122025_20230601T122052_000164_007980_8064.zip,SEN_IW_SLC__1SDV_20230601T122025_20230601T122052_000164_007980_8064,"Sentinel-1 SENTINEL-1A IW SLC scene covering Rajapur AOI (Orbit 85, ASCENDING)"
